qid	label	docid	context_only_jaccard	context_only_overlap_bigram	context_only_overlap_tfidf	context_only_query_overlap	context_only_similarity	embedding_similarity	goal_only_jaccard	goal_only_overlap_bigram	goal_only_overlap_tfidf	goal_only_query_overlap	goal_only_similarity	progress_alignment_abs_diff	query_length	query_overlap_ratio	retrieved_text_length	retriever_score	source_aa_lcr	source_aa_omniscience_accuracy	source_aai	source_context_window	source_critpt	source_gdpval_aa	source_gpqa_diamond	source_hle	source_ifbench	source_scicode	source_tau_squared_bench_telecom	source_terminal_bench_hard	state_only_jaccard	state_only_overlap_bigram	state_only_overlap_tfidf	state_only_query_overlap	state_only_similarity	step_index	success_flag	task_match	task_variation_match	text_overlap_bigram	text_overlap_jaccard	text_overlap_tfidf	total_steps	trajectory_length	agent_type__anthropic_claude_opus_4	agent_type__anthropic_claude_opus_4_6	agent_type__anthropic_claude_sonnet_4_6	agent_type__claude_3_5_sonnet	agent_type__deepseek_deepseek_chat_v3_1	agent_type__deepseek_deepseek_r1	agent_type__deepseek_deepseek_r1_0528	agent_type__deepseek_deepseek_v3_2	agent_type__google_gemini_2_5_flash	agent_type__google_gemini_2_5_pro	agent_type__gpt_4_turbo	agent_type__gpt_4_turbo_preview	agent_type__meta_llama_llama_4_maverick	agent_type__minimax_minimax_m1	agent_type__minimax_minimax_m2	agent_type__mistralai_mistral_large_2512	agent_type__openai_gpt_5_4	agent_type__openai_gpt_5_4_nano	agent_type__openai_gpt_oss_120b	agent_type__openai_gpt_oss_20b	agent_type__qwen_qwen3_235b_a22b	agent_type__qwen_qwen3_32b	agent_type__qwen_qwen3_5_flash_02_23	agent_type__qwen_qwen3_max	agent_type__x_ai_grok_3_mini	agent_type__x_ai_grok_4_1_fast	agent_type__x_ai_grok_4_20	agent_type__x_ai_grok_4_fast	agent_type__z_ai_glm_4_5	agent_type__z_ai_glm_5
121	4.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-sonnet-4.6_rank_10|||intent_template_id_370|||task_id_230|||23	0.0	0.0	0.0	0.0	0.0	0.4057060182696903	0.05555555555555555	0.0	0.010433167264825492	0.1	0.7234864979177691	0.0	502.0	0.17647058823529413	110.0	0.16442184150218964	31.0	14.0	21.0	131.0	0.0	3.0	61.0	5.0	58.0	34.0	50.0	5.0	0.23809523809523808	0.1411764705882353	0.5866537619472537	0.3	0.3432613954352107	0.0	1.0	0.0	0.0	0.06451612903225806	0.15483870967741936	0.7082215277181569	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
121	4.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-sonnet-4.6_rank_15|||intent_template_id_370|||task_id_230|||23	0.0	0.0	0.0	0.0	0.0	0.40887739495342706	0.05555555555555555	0.0	0.010433167264825492	0.1	0.7234864692954984	0.0	502.0	0.17647058823529413	110.0	0.16578401625156403	46.0	24.0	18.0	1000.0	0.0	0.0	67.0	5.0	43.0	33.0	18.0	7.0	0.23809523809523808	0.1411764705882353	0.6868284871623395	0.3	0.34431615476260524	0.0	1.0	0.0	0.0	0.06451612903225806	0.15483870967741936	0.7326047489625649	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121	4.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-sonnet-4.6_rank_20|||intent_template_id_370|||task_id_230|||23	0.0	0.0	0.0	0.0	0.0	0.4033320180569666	0.0	0.0	0.0	0.0	0.7331229408362101	0.0	502.0	0.16176470588235295	116.0	0.16657020151615143	0.0	17.0	15.0	33.0	0.0	0.0	67.0	8.0	36.0	35.0	30.0	3.0	0.23809523809523808	0.1411764705882353	0.5900928292651261	0.3	0.3442616806903594	0.0	1.0	0.0	0.0	0.06611570247933884	0.1456953642384106	0.7055108234618858	3.0	3.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
122	4.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-sonnet-4.6_rank_1|||intent_template_id_600|||task_id_800|||14	0.09497206703910614	0.041044776119402986	0.4051506255741149	0.1069182389937107	0.4259169718923633	0.38313163758499535	0.375	0.25	0.37130732433140107	0.5	0.5012076850196663	11.0	778.0	0.19653179190751446	199.0	0.13720177114009857	62.0	25.0	21.0	1000.0	1.0	10.0	79.0	11.0	50.0	39.0	32.0	14.0	0.18811881188118812	0.05806451612903226	0.477108835370346	0.24358974358974358	0.41581711775862196	0.0	1.0	1.0	0.0	0.06325301204819277	0.1596244131455399	0.536930441938458	23.0	5.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	4.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-sonnet-4.6_rank_5|||intent_template_id_600|||task_id_800|||14	0.09239130434782608	0.039568345323741004	0.46282801274405355	0.1069182389937107	0.41417544782206384	0.3841096520516376	0.375	0.25	0.37130732433140107	0.5	0.5012076850196663	6.0	778.0	0.1907514450867052	218.0	0.13862252235412598	62.0	25.0	21.0	1000.0	1.0	10.0	79.0	11.0	50.0	39.0	32.0	14.0	0.1782178217821782	0.05844155844155844	0.4765915542643948	0.23076923076923078	0.4182637801149992	0.0	1.0	1.0	0.0	0.06306306306306306	0.15492957746478872	0.5640847868713723	23.0	5.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
123	4.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-sonnet-4.6_rank_20|||intent_template_id_600|||task_id_800|||14	0.08839779005524862	0.03663003663003663	0.4747597644271907	0.10062893081761007	0.4028025984339528	0.3976684078958657	0.375	0.25	0.37130732433140107	0.5	0.5012079188654827	3.0	778.0	0.18497109826589594	212.0	0.15186846256256104	62.0	25.0	21.0	1000.0	1.0	10.0	79.0	11.0	50.0	39.0	32.0	14.0	0.18	0.05921052631578947	0.37004247823672576	0.23076923076923078	0.430285229946688	0.0	1.0	1.0	0.0	0.06060606060606061	0.15165876777251186	0.6004809254714223	18.0	5.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
124	4.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-sonnet-4.6_rank_10|||intent_template_id_600|||task_id_800|||14	0.0935672514619883	0.0390625	0.5152003408653673	0.10062893081761007	0.4118987794303067	0.38711029435473676	0.375	0.25	0.37130732433140107	0.5	0.5012076850196663	2.0	778.0	0.18497109826589594	220.0	0.14478076994419098	62.0	25.0	21.0	1000.0	1.0	10.0	79.0	11.0	50.0	39.0	32.0	14.0	0.1782178217821782	0.05844155844155844	0.4765915542643948	0.23076923076923078	0.4182637801149992	0.0	1.0	1.0	0.0	0.06172839506172839	0.15384615384615385	0.6282170489146504	23.0	5.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125	4.0	run_ltr_train_openrouter34_s42_bundle_anthropic_claude-sonnet-4.6_rank_15|||intent_template_id_600|||task_id_800|||14	0.08854166666666667	0.03754266211604096	0.4936121094684459	0.1069182389937107	0.41408212322773114	0.39408016849116956	0.375	0.25	0.37130732433140107	0.5	0.5012076850196663	15.0	778.0	0.18497109826589594	191.0	0.15062393248081207	62.0	25.0	21.0	1000.0	1.0	10.0	79.0	11.0	50.0	39.0	32.0	14.0	0.1717171717171717	0.06	0.4903529521693057	0.21794871794871795	0.45269911257237755	0.0	1.0	1.0	0.0	0.05898876404494382	0.1415929203539823	0.5976663903180851	29.0	5.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126	4.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_1|||intent_template_id_156|||task_id_438|||11	0.08333333333333333	0.04093567251461988	0.5034878894902122	0.09444444444444444	0.38435453639380446	0.37870198757079654	0.5769230769230769	0.5	0.6710419554958917	0.75	0.3860004566709376	3.0	1191.0	0.20707070707070707	203.0	0.11110614985227585	0.0	17.0	15.0	33.0	0.0	0.0	67.0	8.0	36.0	35.0	30.0	3.0	0.10476190476190476	0.025477707006369428	0.30681933327237926	0.12790697674418605	0.45683660750318833	0.0	1.0	1.0	0.0	0.08495145631067962	0.1680327868852459	0.6005582503885339	12.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
127	9.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_10|||intent_template_id_156|||task_id_438|||11	0.0	0.0	0.0	0.0	0.0	0.4001669835856424	0.5769230769230769	0.4444444444444444	0.6961072870391816	0.75	0.3956075475197932	0.0	1191.0	0.1919191919191919	179.0	0.14943227171897888	59.0	36.0	43.0	1000.0	1.0	48.0	80.0	11.0	42.0	44.0	79.0	42.0	0.16346153846153846	0.07792207792207792	0.4757765285377315	0.19767441860465115	0.37646446808367046	0.0	1.0	1.0	0.0	0.08108108108108109	0.17117117117117117	0.6460131569388659	9.0	5.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129	4.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_20|||intent_template_id_156|||task_id_438|||11	0.09278350515463918	0.043478260869565216	0.4835409368760606	0.1	0.3675288279141614	0.404289322600857	0.08333333333333333	0.0	0.05430706916374198	0.15	0.7181886423742604	2.0	1191.0	0.19696969696969696	239.0	0.1634853333234787	31.0	14.0	21.0	131.0	0.0	3.0	61.0	5.0	58.0	34.0	50.0	5.0	0.2727272727272727	0.18493150684931506	0.4586200742711643	0.313953488372093	0.27110002413626316	0.0	1.0	0.0	0.0	0.08717948717948718	0.16666666666666666	0.6072657144278444	13.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
132	6.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_5|||intent_template_id_277|||task_id_79|||13	0.059006211180124224	0.025878003696857672	0.6105348528048321	0.06209150326797386	0.31493896660752685	0.2730852069924327	0.9166666666666666	0.7692307692307693	0.9346601818408165	0.9166666666666666	0.2927488736223411	3.0	2035.0	0.12025316455696203	244.0	0.07140626758337021	59.0	36.0	43.0	1000.0	1.0	48.0	80.0	11.0	42.0	44.0	79.0	42.0	0.08629441624365482	0.046052631578947366	0.552542807927613	0.09239130434782608	0.3837407206632256	0.0	1.0	1.0	0.0	0.06086956521739131	0.11242603550295859	0.6545650162229686	9.0	5.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133	6.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_20|||intent_template_id_277|||task_id_79|||13	0.05329153605015674	0.018656716417910446	0.10105373098089579	0.05555555555555555	0.4879357410938345	0.3594012840330336	0.9166666666666666	0.7692307692307693	0.9346601818408165	0.9166666666666666	0.2927488736223411	8.0	2041.0	0.11075949367088607	42.0	0.11707594990730286	59.0	36.0	43.0	1000.0	1.0	48.0	80.0	11.0	42.0	44.0	79.0	42.0	0.08121827411167512	0.0429042904290429	0.4421338474859791	0.08602150537634409	0.41994200481521293	0.0	1.0	1.0	0.0	0.05253940455341506	0.1044776119402985	0.2795619579705812	9.0	1.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
135	3.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_1|||intent_template_id_316|||task_id_788|||6	0.045454545454545456	0.016835016835016835	0.05767500950741213	0.04672897196261682	0.5718379692979614	0.39404927338920914	0.4782608695652174	0.4074074074074074	0.4399259987647365	0.55	0.528167924105805	1.0	3240.0	0.13313609467455623	44.0	0.16745485365390778	0.0	17.0	15.0	33.0	0.0	0.0	67.0	8.0	36.0	35.0	30.0	3.0	0.08710801393728224	0.04238921001926782	0.30186461891169886	0.09225092250922509	0.4667008461922602	0.0	1.0	1.0	0.0	0.06042296072507553	0.12396694214876033	0.36092067493370217	2.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
136	8.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_20|||intent_template_id_316|||task_id_788|||6	0.05865921787709497	0.024615384615384615	0.2784025854166098	0.06542056074766354	0.40211068392164295	0.4185385416766686	0.16129032258064516	0.025	0.24453635434954227	0.25	0.5257311506529128	5.0	3240.0	0.10355029585798817	49.0	0.19182880222797394	39.0	24.0	32.0	128.0	1.0	19.0	75.0	11.0	49.0	39.0	79.0	33.0	0.06666666666666667	0.029069767441860465	0.28140230024552443	0.07011070110701106	0.44478229170354766	0.0	1.0	0.0	0.0	0.03626220362622036	0.08974358974358974	0.3779307612675283	6.0	1.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137	3.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_5|||intent_template_id_316|||task_id_788|||6	0.05187319884726225	0.019169329073482427	0.3045286120097325	0.056074766355140186	0.4138665538037855	0.4078078937368368	0.16129032258064516	0.025	0.24453635434954227	0.25	0.5257311506529128	3.0	3240.0	0.10650887573964497	131.0	0.1756148785352707	39.0	24.0	32.0	128.0	1.0	19.0	75.0	11.0	49.0	39.0	79.0	33.0	0.08098591549295775	0.03682170542635659	0.29782369779354934	0.08487084870848709	0.4217272070807364	0.0	1.0	0.0	0.0	0.037037037037037035	0.09399477806788512	0.43188294276550826	6.0	3.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
138	3.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_10|||intent_template_id_316|||task_id_788|||6	0.0	0.0	0.0	0.0	0.0	0.40476774177182423	0.16129032258064516	0.025	0.24453635434954227	0.25	0.5257311506529128	0.0	3240.0	0.11242603550295859	205.0	0.1800267994403839	39.0	24.0	32.0	128.0	1.0	19.0	75.0	11.0	49.0	39.0	79.0	33.0	0.09473684210526316	0.04431599229287091	0.3588315063855691	0.0996309963099631	0.4076595976251586	0.0	1.0	0.0	0.0	0.04242424242424243	0.10497237569060773	0.522219229241649	6.0	5.0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	6.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_10|||intent_template_id_33|||task_id_31|||3	0.10365853658536585	0.049429657794676805	0.5522450826996054	0.10828025477707007	0.4173790650131246	0.28104983783124354	0.9130434782608695	0.8461538461538461	0.9631492755591016	0.9545454545454546	0.2614483944312977	1.0	710.0	0.2994011976047904	173.0	0.0843692496418953	55.0	31.0	27.0	128.0	1.0	9.0	81.0	15.0	40.0	40.0	37.0	16.0	0.2289156626506024	0.09917355371900827	0.44401215397945776	0.2835820895522388	0.362850515074327	0.0	1.0	1.0	0.0	0.14968152866242038	0.26595744680851063	0.7085846073961661	8.0	5.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	0.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_5|||intent_template_id_33|||task_id_31|||3	0.11413043478260869	0.04983388704318937	0.6413455175173521	0.1337579617834395	0.3185181078582997	0.28292986150149874	0.9130434782608695	0.8461538461538461	0.9670202261411731	0.9545454545454546	0.2590472735376971	4.0	710.0	0.31137724550898205	157.0	0.08251312375068665	59.0	36.0	43.0	1000.0	1.0	48.0	80.0	11.0	42.0	44.0	79.0	42.0	0.2289156626506024	0.11864406779661017	0.4235847628623939	0.2835820895522388	0.37647864178833	0.0	1.0	1.0	0.0	0.14121037463976946	0.2524271844660194	0.6630605436611143	10.0	5.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	6.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_20|||intent_template_id_33|||task_id_31|||3	0.0	0.0	0.0	0.0	0.0	0.29571201130467883	0.9130434782608695	0.8461538461538461	0.9631492755591016	0.9545454545454546	0.2614483944312977	0.0	710.0	0.2874251497005988	175.0	0.08785051107406616	55.0	31.0	27.0	128.0	1.0	9.0	81.0	15.0	40.0	40.0	37.0	16.0	0.2625	0.17699115044247787	0.44327179496275904	0.31343283582089554	0.2897337053869162	0.0	1.0	1.0	0.0	0.16216216216216217	0.26519337016574585	0.7081874624630989	8.0	5.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
139	6.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_15|||intent_template_id_33|||task_id_31|||3	0.0	0.0	0.0	0.0	0.0	0.2892764333642066	0.9130434782608695	0.8461538461538461	1.0	0.9545454545454546	0.24756420047458233	0.0	710.0	0.2874251497005988	202.0	0.08730243891477585	0.0	17.0	15.0	33.0	0.0	0.0	67.0	8.0	36.0	35.0	30.0	3.0	0.2625	0.168141592920354	0.3479460456856859	0.31343283582089554	0.293471023507097	0.0	1.0	1.0	0.0	0.15878378378378377	0.26519337016574585	0.6789964217648857	9.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
139	6.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_1|||intent_template_id_33|||task_id_31|||3	0.07653061224489796	0.03134796238244514	0.49992431207019544	0.09554140127388536	0.41004426529702126	0.29634852374467574	0.9130434782608695	0.8461538461538461	0.9631492755591016	0.9545454545454546	0.2614483944312977	7.0	710.0	0.2754491017964072	30.0	0.08092863857746124	55.0	31.0	27.0	128.0	1.0	9.0	81.0	15.0	40.0	40.0	37.0	16.0	0.20987654320987653	0.10344827586206896	0.46134013648589356	0.2537313432835821	0.35765192382643596	0.0	1.0	1.0	0.0	0.11413043478260869	0.2100456621004566	0.6228700389970094	8.0	1.0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141	1.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_10|||intent_template_id_360|||task_id_415|||3	0.0	0.0	0.0	0.0	0.0	0.4154405854496684	0.10869565217391304	0.018867924528301886	0.1749435466198721	0.16129032258064516	0.5370589865131445	0.0	2673.0	0.13029315960912052	230.0	0.16406820714473724	0.0	17.0	15.0	33.0	0.0	0.0	67.0	8.0	36.0	35.0	30.0	3.0	0.12206572769953052	0.05722070844686648	0.4112744004380595	0.1319796954314721	0.3763686301100023	0.0	1.0	0.0	0.0	0.04455445544554455	0.11976047904191617	0.5799281700828016	7.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
142	7.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_5|||intent_template_id_360|||task_id_415|||3	0.0778816199376947	0.015126050420168067	0.09254445490916101	0.08865248226950355	0.40081856827050744	0.39265070794441004	0.90625	0.8648648648648649	0.9752947507151863	0.9354838709677419	0.26401060306372254	4.0	2673.0	0.23127035830618892	306.0	0.16109037399291992	38.94117647058823	22.647058823529413	26.352941176470587	575.9117647058823	0.6176470588235294	17.441176470588236	68.08823529411765	9.911764705882353	44.8235294117647	34.3235294117647	49.794117647058826	17.470588235294116	0.14222222222222222	0.02736318407960199	0.04633175361143209	0.16243654822335024	0.42834462276520124	0.0	1.0	1.0	0.0	0.08127721335268505	0.19398907103825136	0.07825752455921214	21.0	5.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143	7.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_20|||intent_template_id_360|||task_id_415|||3	0.07213114754098361	0.023131672597864767	0.3639499424454027	0.07801418439716312	0.3826116712884636	0.4212860270926878	0.10869565217391304	0.018867924528301886	0.1749435466198721	0.16129032258064516	0.5370589865131445	4.0	2673.0	0.1237785016286645	182.0	0.16628237068653107	18.0	26.0	30.0	2000.0	0.0	21.0	79.0	23.0	48.0	32.0	70.0	22.0	0.0995260663507109	0.0410958904109589	0.4347383343884572	0.1065989847715736	0.35608303769027133	0.0	1.0	0.0	0.0	0.03755868544600939	0.10888252148997135	0.44890264952915987	25.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
144	7.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_15|||intent_template_id_360|||task_id_415|||3	0.0	0.0	0.0	0.0	0.0	0.399181754891192	0.0975609756097561	0.0425531914893617	0.17397393913905002	0.12903225806451613	0.6110471020372994	0.0	2673.0	0.14332247557003258	174.0	0.16554217040538788	62.0	25.0	21.0	1000.0	1.0	10.0	79.0	11.0	50.0	39.0	32.0	14.0	0.1553398058252427	0.08659217877094973	0.8585492647353908	0.16243654822335024	0.33059087648286856	0.0	1.0	0.0	0.0	0.06791171477079797	0.13622291021671826	0.8768445709391287	13.0	5.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	4.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_10|||intent_template_id_600|||task_id_803|||9	0.041407867494824016	0.0145413870246085	0.35444892846887344	0.04395604395604396	0.48183368939959287	0.41429927874888767	0.375	0.25	0.37130732433140107	0.6	0.5012079734047664	9.0	2512.0	0.07708779443254818	216.0	0.16585740447044373	59.0	36.0	43.0	1000.0	1.0	48.0	80.0	11.0	42.0	44.0	79.0	42.0	0.09606986899563319	0.04785894206549118	0.32992209224221697	0.102803738317757	0.5136225881338013	0.0	1.0	1.0	0.0	0.030851063829787233	0.07072691552062868	0.40436830232269455	19.0	5.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
147	4.0	run_ltr_train_openrouter34_s42_bundle_google_gemini-2.5-flash_rank_5|||intent_template_id_600|||task_id_803|||9	0.04201680672268908	0.014755959137343927	0.3117649418591264	0.04395604395604396	0.48564752803780575	0.40751759984087466	0.375	0.25	0.37130732433140107	0.6	0.5012079734047664	10.0	2512.0	0.07708779443254818	214.0	0.16213665902614594	59.0	36.0	43.0	1000.0	1.0	48.0	80.0	11.0	42.0	44.0	79.0	42.0	0.09606986899563319	0.04785894206549118	0.32992209224221697	0.102803738317757	0.5136225881338013	0.0	1.0	1.0	0.0	0.03125	0.07157057654075547	0.3695952241689401	19.0	5.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	8.0	run_ltr_train_openrouter34_s42_bundle_deepseek_deepseek-r1-0528_rank_10|||intent_template_id_222|||task_id_22|||1	0.09282700421940929	0.035326086956521736	0.3602849060280417	0.09954751131221719	0.5335627313824828	0.48825975277939926	0.0	0.0	0.0	0.0	0.7780431753088095	3.0	765.0	0.1574468085106383	259.0	0.24362601339817047	31.0	14.0	21.0	131.0	0.0	3.0	61.0	5.0	58.0	34.0	50.0	5.0	0.12727272727272726	0.045112781954887216	0.23237732962834476	0.1390728476821192	0.5355424665255835	0.0	1.0	0.0	0.0	0.04883720930232558	0.13553113553113552	0.44053534007591916	10.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
149	3.0	run_ltr_train_openrouter34_s42_bundle_deepseek_deepseek-r1-0528_rank_15|||intent_template_id_222|||task_id_22|||1	0.04680851063829787	0.0196078431372549	0.08152496541048584	0.049773755656108594	0.6124805843039335	0.48504639440974934	0.0	0.0	0.0	0.0	0.7395747879961588	1.0	765.0	0.12340425531914893	39.0	0.2555972635746002	47.0	37.0	35.0	1000.0	1.0	42.0	75.0	11.0	48.0	47.0	35.0	38.0	0.10429447852760736	0.04961832061068702	0.20892949754956572	0.11258278145695365	0.5678259363802064	0.0	1.0	0.0	0.0	0.04600484261501211	0.11068702290076336	0.3638892610517129	2.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
151	3.0	run_ltr_train_openrouter34_s42_bundle_deepseek_deepseek-r1-0528_rank_5|||intent_template_id_222|||task_id_22|||1	0.09282700421940929	0.035326086956521736	0.3607698149203123	0.09954751131221719	0.5334418402653723	0.4841706095521231	0.0	0.0	0.0	0.0	0.7784797292903126	3.0	765.0	0.14893617021276595	245.0	0.2426050454378128	31.0	14.0	21.0	131.0	0.0	3.0	61.0	5.0	58.0	34.0	50.0	5.0	0.12727272727272726	0.045112781954887216	0.23590906502933254	0.1390728476821192	0.5346833724479412	0.0	1.0	0.0	0.0	0.04941176470588235	0.12915129151291513	0.43877544106780186	13.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
152	7.0	run_ltr_train_openrouter34_s42_bundle_deepseek_deepseek-r1-0528_rank_1|||intent_template_id_250|||task_id_121|||3	0.05454545454545454	0.02882882882882883	0.654797250475333	0.05642633228840126	0.3009296218630837	0.25842666813707893	0.5833333333333334	0.5454545454545454	0.7284561098518556	0.7	0.3770155700774219	3.0	2093.0	0.10703363914373089	275.0	0.064419224858284	37.0	23.0	41.0	200.0	0.0	41.0	67.0	7.0	55.0	38.0	97.0	39.0	0.08737864077669903	0.05714285714285714	0.5886637269805066	0.09183673469387756	0.259401123871001	0.0	1.0	1.0	0.0	0.05442176870748299	0.10144927536231885	0.7139232048371652	8.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
153	1.0	run_ltr_train_openrouter34_s42_bundle_deepseek_deepseek-r1-0528_rank_20|||intent_template_id_250|||task_id_121|||3	0.0	0.0	0.0	0.0	0.0	0.2757931449236794	0.5833333333333334	0.5454545454545454	0.7284561098518556	0.7	0.3770155700774219	0.0	2093.0	0.09785932721712538	167.0	0.07332103699445724	37.0	23.0	41.0	200.0	0.0	41.0	67.0	7.0	55.0	38.0	97.0	39.0	0.08737864077669903	0.05714285714285714	0.5886637269805066	0.09183673469387756	0.259401123871001	0.0	1.0	1.0	0.0	0.05025996533795494	0.09467455621301775	0.7312044769397321	8.0	5.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
